date,machine,shift,planned_time,run_time,downtime,actual_output,ideal_output,good_units,defects,availability,performance,quality,oee
2024-02-09,CNC-01,Night,480,447,33,434,618,422,12,0.931,0.702,0.972,0.635
2024-02-09,CNC-02,Morning,480,365,115,398,523,369,29,0.76,0.761,0.927,0.536
2024-02-09,CNC-02,Afternoon,480,461,19,578,729,555,23,0.96,0.793,0.96,0.731
2024-02-09,CNC-02,Night,480,382,98,449,585,440,9,0.796,0.768,0.98,0.599
2024-02-09,Press-01,Morning,480,371,109,398,556,369,29,0.773,0.716,0.927,0.513
2024-02-09,Press-01,Afternoon,480,414,66,446,572,418,28,0.863,0.78,0.937,0.631
2024-02-09,Press-01,Night,480,401,79,443,628,418,25,0.835,0.705,0.944,0.556
2024-02-09,Assembly-01,Morning,480,451,29,650,706,626,24,0.94,0.921,0.963,0.834
2024-02-09,Assembly-01,Afternoon,480,445,35,605,674,573,32,0.927,0.898,0.947,0.788
2024-02-09,Assembly-01,Night,480,434,46,516,701,485,31,0.904,0.736,0.94,0.625
2024-02-09,Welding-01,Morning,480,434,46,566,694,522,44,0.904,0.816,0.922,0.68
2024-02-09,Welding-01,Afternoon,480,459,21,474,673,446,28,0.956,0.704,0.941,0.633
2024-02-09,Welding-01,Night,480,365,115,455,523,434,21,0.76,0.87,0.954,0.631
2024-02-10,CNC-01,Morning,480,447,33,483,603,460,23,0.931,0.801,0.952,0.71
2024-02-10,CNC-01,Afternoon,480,432,48,577,691,568,9,0.9,0.835,0.984,0.739
2024-02-10,CNC-01,Night,480,401,79,444,541,435,9,0.835,0.821,0.98,0.672
2024-02-10,CNC-02,Morning,480,469,11,559,742,550,9,0.977,0.753,0.984,0.724
2024-02-10,CNC-02,Afternoon,480,455,25,587,720,551,36,0.948,0.815,0.939,0.725
2024-02-10,CNC-02,Night,480,395,85,512,618,478,34,0.823,0.828,0.934,0.636
2024-02-10,Press-01,Morning,480,461,19,449,630,420,29,0.96,0.713,0.935,0.64
2024-02-10,Press-01,Afternoon,480,407,73,535,583,510,25,0.848,0.918,0.953,0.742
2024-02-10,Press-01,Night,480,403,77,555,624,549,6,0.84,0.889,0.989,0.739
2024-02-10,Assembly-01,Morning,480,367,113,528,574,491,37,0.765,0.92,0.93,0.655
2024-02-10,Assembly-01,Afternoon,480,444,36,547,651,513,34,0.925,0.84,0.938,0.729
2024-02-10,Assembly-01,Night,480,408,72,394,550,378,16,0.85,0.716,0.959,0.584
2024-02-10,Welding-01,Morning,480,399,81,505,605,483,22,0.831,0.835,0.956,0.663
2024-02-10,Welding-01,Afternoon,480,465,15,575,666,537,38,0.969,0.863,0.934,0.781
2024-02-10,Welding-01,Night,480,421,59,564,631,521,43,0.877,0.894,0.924,0.724
2024-02-11,CNC-01,Morning,480,459,21,492,680,475,17,0.956,0.724,0.965,0.668
2024-02-11,CNC-01,Afternoon,480,430,50,457,594,443,14,0.896,0.769,0.969,0.668
2024-02-11,CNC-01,Night,480,462,18,542,723,503,39,0.963,0.75,0.928,0.67
2024-02-11,CNC-02,Morning,480,389,91,468,577,446,22,0.81,0.811,0.953,0.626
2024-02-11,CNC-02,Afternoon,480,469,11,573,672,553,20,0.977,0.853,0.965,0.804
2024-02-11,CNC-02,Night,480,444,36,532,717,508,24,0.925,0.742,0.955,0.655
2024-02-11,Press-01,Morning,480,379,101,357,505,345,12,0.79,0.707,0.966,0.54
2024-02-11,Press-01,Afternoon,480,439,41,512,695,492,20,0.915,0.737,0.961,0.648
2024-02-11,Press-01,Night,480,401,79,448,621,416,32,0.835,0.721,0.929,0.559
2024-02-11,Assembly-01,Morning,480,459,21,568,688,524,44,0.956,0.826,0.923,0.729
2024-02-11,Assembly-01,Afternoon,480,408,72,591,625,558,33,0.85,0.946,0.944,0.759
2024-02-11,Assembly-01,Night,480,458,22,458,618,426,32,0.954,0.741,0.93,0.657
2024-02-11,Welding-01,Morning,480,376,104,442,526,422,20,0.783,0.84,0.955,0.628
2024-02-11,Welding-01,Afternoon,480,446,34,678,735,668,10,0.929,0.922,0.985,0.844
2024-02-11,Welding-01,Night,480,466,14,475,636,442,33,0.971,0.747,0.931,0.675
2024-02-12,CNC-01,Morning,480,369,111,434,596,407,27,0.769,0.728,0.938,0.525
2024-02-12,CNC-01,Afternoon,480,460,20,562,621,539,23,0.958,0.905,0.959,0.831
2024-02-12,CNC-01,Night,480,386,94,471,521,438,33,0.804,0.904,0.93,0.676
2024-02-12,CNC-02,Morning,480,441,39,613,698,572,41,0.919,0.878,0.933,0.753
2024-02-12,CNC-02,Afternoon,480,409,71,414,545,406,8,0.852,0.76,0.981,0.635
2024-02-12,CNC-02,Night,480,430,50,570,702,535,35,0.896,0.812,0.939,0.683
2024-02-12,Press-01,Morning,480,414,66,553,655,519,34,0.863,0.844,0.939,0.684
2024-02-12,Press-01,Afternoon,480,363,117,496,544,483,13,0.756,0.912,0.974,0.672
2024-02-12,Press-01,Night,480,438,42,639,722,628,11,0.912,0.885,0.983,0.793
2024-02-12,Assembly-01,Morning,480,372,108,378,539,357,21,0.775,0.701,0.944,0.513
2024-02-12,Assembly-01,Afternoon,480,401,79,508,588,468,40,0.835,0.864,0.921,0.664
2024-02-12,Assembly-01,Night,480,384,96,458,524,437,21,0.8,0.874,0.954,0.667
2024-02-12,Welding-01,Morning,480,433,47,510,678,504,6,0.902,0.752,0.988,0.67
2024-02-12,Welding-01,Afternoon,480,418,62,576,647,534,42,0.871,0.89,0.927,0.719
2024-02-12,Welding-01,Night,480,454,26,586,650,578,8,0.946,0.902,0.986,0.841
2024-02-13,CNC-01,Morning,480,392,88,546,633,508,38,0.817,0.863,0.93,0.656
2024-02-13,CNC-01,Afternoon,480,380,100,416,513,399,17,0.792,0.811,0.959,0.616
2024-02-13,CNC-01,Night,480,371,109,393,537,378,15,0.773,0.732,0.962,0.544
2024-02-13,CNC-02,Morning,480,393,87,456,648,438,18,0.819,0.704,0.961,0.554
2024-02-13,CNC-02,Afternoon,480,457,23,498,647,464,34,0.952,0.77,0.932,0.683
2024-02-13,CNC-02,Night,480,388,92,557,601,523,34,0.808,0.927,0.939,0.703
2024-02-13,Press-01,Morning,480,398,82,620,656,587,33,0.829,0.945,0.947,0.742
2024-02-13,Press-01,Afternoon,480,398,82,596,650,586,10,0.829,0.917,0.983,0.747
2024-02-13,Press-01,Night,480,433,47,433,598,422,11,0.902,0.724,0.975,0.637
2024-02-13,Assembly-01,Morning,480,407,73,443,542,430,13,0.848,0.817,0.971,0.673
2024-02-13,Assembly-01,Afternoon,480,396,84,409,541,385,24,0.825,0.756,0.941,0.587
2024-02-13,Assembly-01,Night,480,430,50,425,594,395,30,0.896,0.715,0.929,0.595
2024-02-13,Welding-01,Morning,480,469,11,538,687,520,18,0.977,0.783,0.967,0.74
2024-02-13,Welding-01,Afternoon,480,416,64,500,658,468,32,0.867,0.76,0.936,0.617
2024-02-13,Welding-01,Night,480,441,39,565,668,520,45,0.919,0.846,0.92,0.715
2024-02-14,CNC-01,Morning,480,421,59,449,589,438,11,0.877,0.762,0.976,0.652
2024-02-14,CNC-01,Afternoon,480,427,53,503,569,480,23,0.89,0.884,0.954,0.751
2024-02-14,CNC-01,Night,480,462,18,586,639,578,8,0.963,0.917,0.986,0.871
2024-02-14,CNC-02,Morning,480,375,105,353,500,333,20,0.781,0.706,0.943,0.52
2024-02-14,CNC-02,Afternoon,480,431,49,606,653,581,25,0.898,0.928,0.959,0.799
2024-02-14,CNC-02,Night,480,456,24,525,668,514,11,0.95,0.786,0.979,0.731
2024-02-14,Press-01,Morning,480,449,31,610,651,585,25,0.935,0.937,0.959,0.84
2024-02-14,Press-01,Afternoon,480,442,38,548,721,523,25,0.921,0.76,0.954,0.668
2024-02-14,Press-01,Night,480,443,37,487,612,466,21,0.923,0.796,0.957,0.703
2024-02-14,Assembly-01,Morning,480,385,95,547,583,519,28,0.802,0.938,0.949,0.714
2024-02-14,Assembly-01,Afternoon,480,416,64,504,610,477,27,0.867,0.826,0.946,0.677
2024-02-14,Assembly-01,Night,480,465,15,594,751,569,25,0.969,0.791,0.958,0.734
2024-02-14,Welding-01,Morning,480,381,99,419,552,402,17,0.794,0.759,0.959,0.578
2024-02-14,Welding-01,Afternoon,480,414,66,520,634,508,12,0.863,0.82,0.977,0.691
2024-02-14,Welding-01,Night,480,436,44,531,690,518,13,0.908,0.77,0.976,0.682
2024-02-15,CNC-01,Morning,480,458,22,592,648,585,7,0.954,0.914,0.988,0.861
2024-02-15,CNC-01,Afternoon,480,463,17,632,694,614,18,0.965,0.911,0.972,0.854
2024-02-15,CNC-01,Night,480,432,48,521,691,502,19,0.9,0.754,0.964,0.654
2024-02-15,CNC-02,Morning,480,417,63,488,611,481,7,0.869,0.799,0.986,0.685
2024-02-15,CNC-02,Afternoon,480,430,50,501,688,484,17,0.896,0.728,0.966,0.63
2024-02-15,CNC-02,Night,480,432,48,448,633,423,25,0.9,0.708,0.944,0.602
2024-02-15,Press-01,Morning,480,361,119,479,589,444,35,0.752,0.813,0.927,0.567
2024-02-15,Press-01,Afternoon,480,426,54,452,568,425,27,0.887,0.796,0.94,0.664
2024-02-15,Press-01,Night,480,399,81,502,578,488,14,0.831,0.869,0.972,0.702
2024-02-15,Assembly-01,Morning,480,410,70,502,649,472,30,0.854,0.773,0.94,0.621
2024-02-15,Assembly-01,Afternoon,480,379,101,371,530,351,20,0.79,0.7,0.946,0.523
2024-02-15,Assembly-01,Night,480,384,96,534,588,528,6,0.8,0.908,0.989,0.718
2024-02-15,Welding-01,Morning,480,387,93,478,625,451,27,0.806,0.765,0.944,0.582
2024-02-15,Welding-01,Afternoon,480,438,42,480,605,472,8,0.912,0.793,0.983,0.711
2024-02-15,Welding-01,Night,480,443,37,570,642,562,8,0.923,0.888,0.986,0.808
2024-02-16,CNC-01,Morning,480,456,24,625,668,590,35,0.95,0.936,0.944,0.839
2024-02-16,CNC-01,Afternoon,480,366,114,429,542,407,22,0.762,0.792,0.949,0.573
2024-02-16,CNC-01,Night,480,461,19,613,714,568,45,0.96,0.859,0.927,0.764
2024-02-16,CNC-02,Morning,480,432,48,520,590,511,9,0.9,0.881,0.983,0.779
2024-02-16,CNC-02,Afternoon,480,469,11,602,664,555,47,0.977,0.907,0.922,0.817
2024-02-16,CNC-02,Night,480,469,11,655,750,625,30,0.977,0.873,0.954,0.814
2024-02-16,Press-01,Morning,480,364,116,349,485,336,13,0.758,0.72,0.963,0.526
2024-02-16,Press-01,Afternoon,480,370,110,446,592,427,19,0.771,0.753,0.957,0.556
2024-02-16,Press-01,Night,480,447,33,577,633,544,33,0.931,0.912,0.943,0.801
2024-02-16,Assembly-01,Morning,480,453,27,544,626,529,15,0.944,0.869,0.972,0.797
2024-02-16,Assembly-01,Afternoon,480,418,62,531,592,510,21,0.871,0.897,0.96,0.75
2024-02-16,Assembly-01,Night,480,373,107,414,509,394,20,0.777,0.813,0.952,0.601
2024-02-16,Welding-01,Morning,480,430,50,575,623,569,6,0.896,0.923,0.99,0.819
2024-02-16,Welding-01,Afternoon,480,414,66,457,572,436,21,0.863,0.799,0.954,0.658
2024-02-16,Welding-01,Night,480,437,43,527,611,521,6,0.91,0.863,0.989,0.777
2024-02-17,CNC-01,Morning,480,406,74,507,541,490,17,0.846,0.937,0.966,0.766
2024-02-17,CNC-01,Afternoon,480,397,83,551,641,533,18,0.827,0.86,0.967,0.688
2024-02-17,CNC-01,Night,480,376,104,438,564,413,25,0.783,0.777,0.943,0.574
2024-02-17,CNC-02,Morning,480,402,78,461,582,450,11,0.838,0.792,0.976,0.648
2024-02-17,CNC-02,Afternoon,480,395,85,455,559,429,26,0.823,0.814,0.943,0.632
2024-02-17,CNC-02,Night,480,362,118,480,585,475,5,0.754,0.821,0.99,0.613
2024-02-17,Press-01,Morning,480,412,68,529,563,510,19,0.858,0.94,0.964,0.777
2024-02-17,Press-01,Afternoon,480,444,36,487,688,469,18,0.925,0.708,0.963,0.631
2024-02-17,Press-01,Night,480,365,115,420,596,394,26,0.76,0.705,0.938,0.503
2024-02-17,Assembly-01,Morning,480,456,24,625,676,614,11,0.95,0.925,0.982,0.863
2024-02-17,Assembly-01,Afternoon,480,429,51,491,600,471,20,0.894,0.818,0.959,0.701
2024-02-17,Assembly-01,Night,480,453,27,628,664,610,18,0.944,0.946,0.971,0.867
2024-02-17,Welding-01,Morning,480,424,56,495,699,457,38,0.883,0.708,0.923,0.577
2024-02-17,Welding-01,Afternoon,480,449,31,586,621,561,25,0.935,0.944,0.957,0.845
2024-02-17,Welding-01,Night,480,458,22,458,618,446,12,0.954,0.741,0.974,0.689
2024-02-18,CNC-01,Morning,480,384,96,494,627,461,33,0.8,0.788,0.933,0.588
2024-02-18,CNC-01,Afternoon,480,362,118,440,591,420,20,0.754,0.745,0.955,0.536
2024-02-18,CNC-01,Night,480,363,117,499,550,475,24,0.756,0.907,0.952,0.653
2024-02-18,CNC-02,Morning,480,470,10,473,642,442,31,0.979,0.737,0.934,0.674
2024-02-18,CNC-02,Afternoon,480,371,109,542,605,509,33,0.773,0.896,0.939,0.65
2024-02-18,CNC-02,Night,480,389,91,440,564,412,28,0.81,0.78,0.936,0.591
2024-02-18,Press-01,Morning,480,452,28,558,632,547,11,0.942,0.883,0.98,0.815
2024-02-18,Press-01,Afternoon,480,466,14,654,745,606,48,0.971,0.878,0.927,0.79
2024-02-18,Press-01,Night,480,407,73,483,549,461,22,0.848,0.88,0.954,0.712
2024-02-18,Assembly-01,Morning,480,459,21,576,688,568,8,0.956,0.837,0.986,0.789
2024-02-18,Assembly-01,Afternoon,480,415,65,559,684,553,6,0.865,0.817,0.989,0.699
2024-02-18,Assembly-01,Night,480,401,79,601,641,574,27,0.835,0.938,0.955,0.748
2024-02-18,Welding-01,Morning,480,363,117,489,550,468,21,0.756,0.889,0.957,0.643
2024-02-18,Welding-01,Afternoon,480,416,64,443,575,433,10,0.867,0.77,0.977,0.652
2024-02-18,Welding-01,Night,480,383,97,510,600,473,37,0.798,0.85,0.927,0.629
2024-02-19,CNC-01,Morning,480,390,90,588,637,564,24,0.812,0.923,0.959,0.719
2024-02-19,CNC-01,Afternoon,480,379,101,526,619,499,27,0.79,0.85,0.949,0.637
2024-02-19,CNC-01,Night,480,464,16,582,711,536,46,0.967,0.819,0.921,0.729
2024-02-19,CNC-02,Morning,480,399,81,461,658,436,25,0.831,0.701,0.946,0.551
2024-02-19,CNC-02,Afternoon,480,374,106,388,542,361,27,0.779,0.716,0.93,0.519
2024-02-19,CNC-02,Night,480,412,68,477,576,452,25,0.858,0.828,0.948,0.673
2024-02-19,Press-01,Morning,480,440,40,620,696,574,46,0.917,0.891,0.926,0.757
2024-02-19,Press-01,Afternoon,480,385,95,530,577,506,24,0.802,0.919,0.955,0.704
2024-02-19,Press-01,Night,480,407,73,583,644,564,19,0.848,0.905,0.967,0.742
2024-02-19,Assembly-01,Morning,480,436,44,647,683,632,15,0.908,0.947,0.977,0.84
2024-02-19,Assembly-01,Afternoon,480,445,35,514,712,509,5,0.927,0.722,0.99,0.663
2024-02-19,Assembly-01,Night,480,404,76,423,538,401,22,0.842,0.786,0.948,0.627
2024-02-19,Welding-01,Morning,480,456,24,447,638,414,33,0.95,0.701,0.926,0.617
2024-02-19,Welding-01,Afternoon,480,411,69,537,602,500,37,0.856,0.892,0.931,0.711
2024-02-19,Welding-01,Night,480,405,75,469,587,441,28,0.844,0.799,0.94,0.634
2024-02-20,CNC-01,Morning,480,393,87,435,543,429,6,0.819,0.801,0.986,0.647
2024-02-20,CNC-01,Afternoon,480,372,108,392,539,366,26,0.775,0.727,0.934,0.526
2024-02-20,CNC-01,Night,480,426,54,403,575,397,6,0.887,0.701,0.985,0.612
2024-02-20,CNC-02,Morning,480,369,111,508,584,499,9,0.769,0.87,0.982,0.657
2024-02-20,CNC-02,Afternoon,480,437,43,493,648,472,21,0.91,0.761,0.957,0.663
2024-02-20,CNC-02,Night,480,405,75,479,546,452,27,0.844,0.877,0.944,0.699
2024-02-20,Press-01,Morning,480,440,40,457,594,427,30,0.917,0.769,0.934,0.659
2024-02-20,Press-01,Afternoon,480,393,87,461,563,450,11,0.819,0.819,0.976,0.655
2024-02-20,Press-01,Night,480,366,114,477,561,461,16,0.762,0.85,0.966,0.626
2024-02-20,Assembly-01,Morning,480,414,66,582,662,541,41,0.863,0.879,0.93,0.705
2024-02-20,Assembly-01,Afternoon,480,397,83,533,588,507,26,0.827,0.906,0.951,0.713
2024-02-20,Assembly-01,Night,480,451,29,554,729,521,33,0.94,0.76,0.94,0.672
2024-02-20,Welding-01,Morning,480,418,62,548,654,523,25,0.871,0.838,0.954,0.696
2024-02-20,Welding-01,Afternoon,480,394,86,438,571,419,19,0.821,0.767,0.957,0.603
2024-02-20,Welding-01,Night,480,393,87,389,530,368,21,0.819,0.734,0.946,0.569
2024-02-21,CNC-01,Morning,480,396,84,515,580,499,16,0.825,0.888,0.969,0.71
2024-02-21,CNC-01,Afternoon,480,376,104,497,601,491,6,0.783,0.827,0.988,0.64
2024-02-21,CNC-01,Night,480,375,105,490,531,466,24,0.781,0.923,0.951,0.686
2024-02-21,CNC-02,Morning,480,463,17,533,679,493,40,0.965,0.785,0.925,0.701
2024-02-21,CNC-02,Afternoon,480,407,73,553,610,543,10,0.848,0.907,0.982,0.755
2024-02-21,CNC-02,Night,480,462,18,485,623,454,31,0.963,0.778,0.936,0.701
2024-02-21,Press-01,Morning,480,456,24,602,744,558,44,0.95,0.809,0.927,0.712
2024-02-21,Press-01,Afternoon,480,415,65,546,629,537,9,0.865,0.868,0.984,0.739
2024-02-21,Press-01,Night,480,384,96,477,512,445,32,0.8,0.932,0.933,0.696
2024-02-21,Assembly-01,Morning,480,416,64,453,617,441,12,0.867,0.734,0.974,0.62
2024-02-21,Assembly-01,Afternoon,480,364,116,416,558,404,12,0.758,0.746,0.971,0.549
2024-02-21,Assembly-01,Night,480,460,20,639,736,591,48,0.958,0.868,0.925,0.769
2024-02-21,Welding-01,Morning,480,398,82,588,656,556,32,0.829,0.896,0.946,0.703
2024-02-21,Welding-01,Afternoon,480,429,51,542,686,501,41,0.894,0.79,0.924,0.653
2024-02-21,Welding-01,Night,480,443,37,532,649,523,9,0.923,0.82,0.983,0.744
2024-02-22,CNC-01,Morning,480,393,87,425,537,420,5,0.819,0.791,0.988,0.64
2024-02-22,CNC-01,Afternoon,480,366,114,451,561,421,30,0.762,0.804,0.933,0.572
2024-02-22,CNC-01,Night,480,440,40,447,594,422,25,0.917,0.753,0.944,0.652
2024-02-22,CNC-02,Morning,480,396,84,474,528,445,29,0.825,0.898,0.939,0.696
2024-02-22,CNC-02,Afternoon,480,362,118,390,488,361,29,0.754,0.799,0.926,0.558
2024-02-22,CNC-02,Night,480,435,45,621,703,573,48,0.906,0.883,0.923,0.738
2024-02-22,Press-01,Morning,480,427,53,505,619,480,25,0.89,0.816,0.95,0.69
2024-02-22,Press-01,Afternoon,480,450,30,534,675,527,7,0.938,0.791,0.987,0.732
2024-02-22,Press-01,Night,480,417,63,517,618,509,8,0.869,0.837,0.985,0.716
2024-02-22,Assembly-01,Morning,480,397,83,467,615,433,34,0.827,0.759,0.927,0.582
2024-02-22,Assembly-01,Afternoon,480,469,11,548,750,527,21,0.977,0.731,0.962,0.687
2024-02-22,Assembly-01,Night,480,446,34,488,609,465,23,0.929,0.801,0.953,0.709
2024-02-22,Welding-01,Morning,480,417,63,483,688,463,20,0.869,0.702,0.959,0.585
2024-02-22,Welding-01,Afternoon,480,371,109,468,525,449,19,0.773,0.891,0.959,0.661
2024-02-22,Welding-01,Night,480,455,25,538,712,528,10,0.948,0.756,0.981,0.703
2024-02-23,CNC-01,Morning,480,395,85,522,585,488,34,0.823,0.892,0.935,0.686
2024-02-23,CNC-01,Afternoon,480,437,43,468,611,463,5,0.91,0.766,0.989,0.689
2024-02-23,CNC-01,Night,480,446,34,526,594,513,13,0.929,0.886,0.975,0.803
2024-02-23,CNC-02,Morning,480,414,66,439,627,426,13,0.863,0.7,0.97,0.586
2024-02-23,CNC-02,Afternoon,480,371,109,536,568,499,37,0.773,0.944,0.931,0.679
2024-02-23,CNC-02,Night,480,398,82,541,597,513,28,0.829,0.906,0.948,0.712
2024-02-23,Press-01,Morning,480,399,81,489,611,474,15,0.831,0.8,0.969,0.644
2024-02-23,Press-01,Afternoon,480,404,76,553,592,525,28,0.842,0.934,0.949,0.746
2024-02-23,Press-01,Night,480,394,86,441,617,416,25,0.821,0.715,0.943,0.554
2024-02-23,Assembly-01,Morning,480,467,13,633,677,592,41,0.973,0.935,0.935,0.851
2024-02-23,Assembly-01,Afternoon,480,375,105,517,618,477,40,0.781,0.837,0.923,0.603
2024-02-23,Assembly-01,Night,480,443,37,488,649,459,29,0.923,0.752,0.941,0.653
2024-02-23,Welding-01,Morning,480,400,80,548,593,511,37,0.833,0.924,0.932,0.717
2024-02-23,Welding-01,Afternoon,480,426,54,512,695,478,34,0.887,0.737,0.934,0.611
2024-02-23,Welding-01,Night,480,367,113,404,507,381,23,0.765,0.797,0.943,0.575
2024-02-24,CNC-01,Morning,480,364,116,381,485,353,28,0.758,0.786,0.927,0.552
2024-02-24,CNC-01,Afternoon,480,383,97,429,600,404,25,0.798,0.715,0.942,0.537
2024-02-24,CNC-01,Night,480,445,35,664,712,635,29,0.927,0.933,0.956,0.827
2024-02-24,CNC-02,Morning,480,366,114,390,549,375,15,0.762,0.71,0.962,0.52
2024-02-24,CNC-02,Afternoon,480,433,47,444,584,425,19,0.902,0.76,0.957,0.656
2024-02-24,CNC-02,Night,480,450,30,501,697,487,14,0.938,0.719,0.972,0.656
2024-02-24,Press-01,Morning,480,385,95,520,622,509,11,0.802,0.836,0.979,0.656
2024-02-24,Press-01,Afternoon,480,376,104,380,513,365,15,0.783,0.741,0.961,0.558
2024-02-24,Press-01,Night,480,427,53,466,654,434,32,0.89,0.713,0.931,0.591
2024-02-24,Assembly-01,Morning,480,396,84,505,607,487,18,0.825,0.832,0.964,0.662
2024-02-24,Assembly-01,Afternoon,480,363,117,373,514,353,20,0.756,0.726,0.946,0.519
2024-02-24,Assembly-01,Night,480,423,57,490,641,471,19,0.881,0.764,0.961,0.647
2024-02-24,Welding-01,Morning,480,452,28,547,640,504,43,0.942,0.855,0.921,0.742
2024-02-24,Welding-01,Afternoon,480,467,13,636,708,590,46,0.973,0.898,0.928,0.811
2024-02-24,Welding-01,Night,480,373,107,561,596,535,26,0.777,0.941,0.954,0.698
2024-02-25,CNC-01,Morning,480,405,75,486,546,476,10,0.844,0.89,0.979,0.735
2024-02-25,CNC-01,Afternoon,480,463,17,487,640,461,26,0.965,0.761,0.947,0.695
2024-02-25,CNC-01,Night,480,432,48,511,691,486,25,0.9,0.74,0.951,0.633
2024-02-25,CNC-02,Morning,480,385,95,410,583,406,4,0.802,0.703,0.99,0.558
2024-02-25,CNC-02,Afternoon,480,370,110,494,548,488,6,0.771,0.901,0.988,0.686
2024-02-25,CNC-02,Night,480,429,51,567,622,533,34,0.894,0.912,0.94,0.766
2024-02-25,Press-01,Morning,480,380,100,405,532,390,15,0.792,0.761,0.963,0.58
2024-02-25,Press-01,Afternoon,480,363,117,389,556,361,28,0.756,0.7,0.928,0.491
2024-02-25,Press-01,Night,480,417,63,533,562,526,7,0.869,0.948,0.987,0.813
2024-02-25,Assembly-01,Morning,480,378,102,429,541,413,16,0.787,0.793,0.963,0.601
2024-02-25,Assembly-01,Afternoon,480,377,103,368,515,353,15,0.785,0.715,0.959,0.538
2024-02-25,Assembly-01,Night,480,381,99,505,590,465,40,0.794,0.856,0.921,0.626
2024-02-25,Welding-01,Morning,480,378,102,526,623,506,20,0.787,0.844,0.962,0.639
2024-02-25,Welding-01,Afternoon,480,406,74,607,656,564,43,0.846,0.925,0.929,0.727
2024-02-25,Welding-01,Night,480,451,29,526,744,490,36,0.94,0.707,0.932,0.619
2024-02-26,CNC-01,Morning,480,430,50,477,630,441,36,0.896,0.757,0.925,0.627
2024-02-26,CNC-01,Afternoon,480,449,31,527,606,514,13,0.935,0.87,0.975,0.793
2024-02-26,CNC-01,Night,480,403,77,496,564,472,24,0.84,0.879,0.952,0.703
2024-02-26,CNC-02,Morning,480,450,30,480,615,447,33,0.938,0.78,0.931,0.681
2024-02-26,CNC-02,Afternoon,480,362,118,479,518,443,36,0.754,0.925,0.925,0.645
2024-02-26,CNC-02,Night,480,431,49,485,603,454,31,0.898,0.804,0.936,0.676
2024-02-26,Press-01,Morning,480,365,115,496,602,484,12,0.76,0.824,0.976,0.611
2024-02-26,Press-01,Afternoon,480,378,102,409,548,396,13,0.787,0.746,0.968,0.568
2024-02-26,Press-01,Night,480,368,112,428,570,422,6,0.767,0.751,0.986,0.568
2024-02-26,Assembly-01,Morning,480,403,77,580,631,556,24,0.84,0.919,0.959,0.74
2024-02-26,Assembly-01,Afternoon,480,447,33,461,648,433,28,0.931,0.711,0.939,0.622
2024-02-26,Assembly-01,Night,480,378,102,508,560,485,23,0.787,0.907,0.955,0.682
2024-02-26,Welding-01,Morning,480,422,58,561,696,554,7,0.879,0.806,0.988,0.7
2024-02-26,Welding-01,Afternoon,480,418,62,429,613,413,16,0.871,0.7,0.963,0.587
2024-02-26,Welding-01,Night,480,417,63,421,590,389,32,0.869,0.714,0.924,0.573
2024-02-27,CNC-01,Morning,480,464,16,516,665,500,16,0.967,0.776,0.969,0.727
2024-02-27,CNC-01,Afternoon,480,468,12,544,764,532,12,0.975,0.712,0.978,0.679
2024-02-27,CNC-01,Night,480,395,85,494,559,467,27,0.823,0.884,0.945,0.688
2024-02-27,CNC-02,Morning,480,430,50,535,602,507,28,0.896,0.889,0.948,0.755
2024-02-27,CNC-02,Afternoon,480,441,39,542,617,506,36,0.919,0.878,0.934,0.754
2024-02-27,CNC-02,Night,480,393,87,575,622,537,38,0.819,0.924,0.934,0.707
2024-02-27,Press-01,Morning,480,432,48,607,684,585,22,0.9,0.887,0.964,0.77
2024-02-27,Press-01,Afternoon,480,450,30,564,652,556,8,0.938,0.865,0.986,0.8
2024-02-27,Press-01,Night,480,440,40,572,652,560,12,0.917,0.877,0.979,0.787
2024-02-27,Assembly-01,Morning,480,462,18,693,739,685,8,0.963,0.938,0.988,0.892
2024-02-27,Assembly-01,Afternoon,480,454,26,588,628,557,31,0.946,0.936,0.947,0.839
2024-02-27,Assembly-01,Night,480,450,30,457,630,436,21,0.938,0.725,0.954,0.649
2024-02-27,Welding-01,Morning,480,382,98,494,623,457,37,0.796,0.793,0.925,0.584
2024-02-27,Welding-01,Afternoon,480,383,97,452,517,425,27,0.798,0.874,0.94,0.656
2024-02-27,Welding-01,Night,480,401,79,390,534,383,7,0.835,0.73,0.982,0.599
2024-02-28,CNC-01,Morning,480,414,66,468,662,462,6,0.863,0.707,0.987,0.602
2024-02-28,CNC-01,Afternoon,480,398,82,459,610,434,25,0.829,0.752,0.946,0.59
2024-02-28,CNC-01,Night,480,468,12,655,748,616,39,0.975,0.876,0.94,0.803
2024-02-28,CNC-02,Morning,480,424,56,609,650,582,27,0.883,0.937,0.956,0.791
2024-02-28,CNC-02,Afternoon,480,404,76,523,632,504,19,0.842,0.828,0.964,0.672
2024-02-28,CNC-02,Night,480,403,77,458,651,429,29,0.84,0.704,0.937,0.554
2024-02-28,Press-01,Morning,480,436,44,568,632,538,30,0.908,0.899,0.947,0.773
2024-02-28,Press-01,Afternoon,480,437,43,507,604,485,22,0.91,0.839,0.957,0.731
2024-02-28,Press-01,Night,480,465,15,583,620,576,7,0.969,0.94,0.988,0.9
2024-02-28,Assembly-01,Morning,480,406,74,499,568,464,35,0.846,0.879,0.93,0.692
2024-02-28,Assembly-01,Afternoon,480,458,22,652,725,621,31,0.954,0.899,0.952,0.816
